Date,BCB_start,BCB_stop,Dry Slope (D),Dry Intercept (N0),Dry Mass (µg/m³)
2021-01-29,65398,65578,2.162204532237844,0.20705566685881666,31.03664051664347
2021-01-29,65980,66199,2.4877188187000994,0.10335622238515532,27.09718647354332
2021-01-29,68000,68192,2.799514343850004,0.10717513016418805,45.11361975507591
2021-01-29,68510,68832,1.4224857278036795,0.30938546775506337,8.277780894176448
2021-01-29,70563,70811,1.7180192696580099,0.18174224002914346,10.60788693691042
2021-01-29,71121,71316,2.2465751030263115,0.13907904764372003,24.18238964171754
2021-02-03,52936,53123,1.4726729727893972,0.06730559268732875,2.0802699256541803
2021-02-03,53452,53640,2.3521330872829704,0.054527008086532734,11.409908336920937
2021-02-03,55377,55569,1.687550992247745,0.20986786349924794,11.382131715718383
2021-02-03,55860,56058,1.781093331165687,0.1118942057822055,7.57070201786546
2021-02-03,58161,58353,1.2145765464767408,0.20313041183125222,2.7943648940619825
2021-02-03,58643,58848,3.0442093029769435,0.050763333356727,29.89047724669236
2021-03-04,67179,67376,1.4552257915753757,0.32170750913360446,9.462792325456656
2021-03-04,67667,67857,1.528709889229206,0.13092441928640688,4.724228870478934
2021-03-04,69444,69624,1.383515111307688,2.366822818550907,56.391481769351806
2021-03-04,69955,70150,1.1389097473183563,2.7989071505527154,29.236108207809878
2021-03-05,50559,50778,1.7024350132112536,0.34675349871827327,19.49646074340234
2021-03-05,51126,51312,2.1542048895936503,0.40998679343947164,60.526914084394356
2021-03-05,52916,53108,1.3378899719931843,1.1220767611637121,23.229934510656445
2021-03-05,53403,53599,1.8265155878332264,0.3416134799694684,25.62050505473375
2021-03-05,55606,55793,1.8892511641787857,0.5337963228117517,45.95148402981676
2021-03-05,57093,57279,2.035991834418181,0.4736636891203394,55.28408650890586
2021-03-05,59357,59566,1.2883435303580721,1.668105639165737,29.462096261833448
2021-03-05,71629,71903,1.569225005419532,1.624710967457724,65.32049787557278
2021-03-05,72292,72527,1.1431583792313154,2.629843540261955,27.913826806166355
2021-03-05,74176,74303,1.8657160671968023,0.5092629702750077,41.65388649395834
2021-03-05,74625,74856,1.751882393789294,0.23716570484035762,14.99595704220536
2021-03-05,76501,76746,1.4310039335635067,0.22225854165198167,6.096454083532506
2021-03-08,63684,63868,1.7680867547035302,0.05848128279605827,3.839862412652281
2021-03-08,64192,64382,1.5851509498898828,0.16481695011598227,6.908390648215898
2021-03-08,65877,66157,1.3576217352527042,0.1270563232480432,2.797015284303792
2021-03-08,66492,66697,1.46768601367565,1.7464547338796952,53.22384688685555
2021-03-08,68335,68565,1.356712995336634,0.21940150374006953,4.8163644146872535
2021-03-08,68859,69056,1.6816534108257843,0.12131952949981899,6.485800135668909
2021-03-09,53691,53893,0.8681833990664145,0.05784274399616269,0.18138350170366654
2021-03-09,54236,54428,1.4000130426196493,0.037361822427083094,0.9353808537678939
2021-03-09,55737,55913,0.9907084853331212,0.7839102595872266,4.45601482324858
2021-03-09,56237,56431,1.5817168856331298,0.11383783931946508,4.729063472940043
2021-03-12,48345,48540,0.844339064499301,0.13097178120076416,0.36125745935112125
2021-03-12,53773,53964,0.9077453399243716,0.1672875805113656,0.6427242000580302
2021-03-12,54404,54599,1.344781534313863,0.05304518518547642,1.1221149712266718
2021-03-12,65664,65864,0.8922872495800207,0.11494806514464011,0.4085004680007422
2021-03-12,68416,68605,1.1495144598241502,0.039873658098869176,0.43343975456718215
2021-03-12,71073,71265,0.783993589186234,0.048434463167506096,0.09442140219066926
2021-03-20,45976,46224,1.2151758964992827,0.7462561273153575,10.28746202845228
2021-03-20,46541,46729,1.2719210309444513,0.8490147475284384,14.204350876767899
2021-03-20,47930,48145,1.3038785972418228,0.37991764806686124,7.057958293950083
2021-03-20,48710,48919,1.0489908401845611,1.1321774463288283,8.277182353358572
2021-03-20,50501,50688,1.2082454556660585,0.6348621770491123,8.541224756951399
2021-03-20,51035,51221,1.2542829767153498,1.047881202389435,16.525397218280858
2021-03-20,53127,53313,1.4870980469961623,0.47719593488589057,15.358160989192875
2021-03-20,53620,53818,1.4427294988707615,0.5081163547824,14.419136586206871
2021-03-20,56301,56549,1.1672931760732146,0.9949265634981675,11.551506348774677
2021-03-23,61295,61488,0.6150029431901072,0.4589797322220826,0.2681806895783906
2021-03-23,62418,62646,0.5359248055205282,0.8628102185977661,0.23982682264973204
2021-03-23,63970,64181,0.6429261005130891,0.20248088207008483,0.14882442689758635
2021-03-23,64729,64917,1.1014389064408026,0.005897824514752608,0.053348811794626305
2021-03-23,66389,66579,2.09565410589486,0.33555941259198296,44.034964925001525
2021-03-23,67226,67419,0.6581361968803768,0.25947297832159955,0.2148222471887865
2021-03-23,67710,67897,0.5879369788465441,0.7152598768419778,0.3295932498171885
2021-03-29,56315,56513,1.1759084059457319,1.154036871225965,13.827552390874306
2021-03-29,56857,57052,1.0981165657137784,0.6333140188588003,5.654180236856869
2021-03-29,58361,58607,1.2378401324624597,0.8165399747529593,12.176263594642746
2021-03-29,58952,59160,1.1174470532783691,2.110175399131926,20.30589859911112
2021-03-29,60637,60855,1.3146732811026245,0.589964953653737,11.347321524273113
2021-03-29,61130,61339,0.8478586993979301,2.8002347277194937,7.873804444943155
2021-03-29,62644,62841,1.055349164547541,0.2972936764428818,2.231657241330607
2021-03-30,45561,45757,1.4615034882193114,0.02418952084536572,0.7243652868664241
2021-03-30,46071,46262,0.9765469860099208,4.1470418989851074,22.11397634542481
2021-03-30,47627,47817,1.328771791228912,2.5551951422909336,51.40122199391568
2021-03-30,48112,48316,1.4135019516023568,0.6770617756974114,17.64285576331998
2021-03-30,49778,49968,1.527070872318908,0.9526589964751729,34.22311109260605
2021-03-30,50290,50481,1.2434108464459717,2.265742726732221,34.43676654781145
2021-03-30,51843,52040,1.1375660450173548,4.674257845550343,48.57766518101766
2021-03-30,52354,52542,1.3239956556353412,0.09931061881755146,1.9677566898105212
2021-03-30,63925,64142,1.0306057641067454,2.8299749848468814,19.146682245993045
2021-03-30,64479,64665,0.7509977203345445,0.14585803931477936,0.23158827578146027
2021-03-30,66082,66274,1.1941752885222066,5.262211846092909,67.34598639914884
2021-03-30,66580,66770,0.8408218882837188,0.46534558843393653,1.258994763133658
2021-03-30,68021,68203,1.036605209624112,0.502096035241378,3.4846604397210164
2021-03-30,68520,68769,0.7597537150202912,6.534424484207089,10.9686891111927
2021-03-30,70083,70287,1.031899064268375,0.2599006505534152,1.7681117661215087
2021-03-30,70603,70794,1.2760689983224383,4.668992316518476,79.19652225333577
2021-04-02,47038,47243,1.5067090497370987,0.176749014783916,6.006118623936076
2021-04-02,47550,47737,1.8765293582250429,0.2255829927353511,18.89126678358812
2021-04-02,50349,50570,1.0794883165772375,0.17267847424291405,1.4313244752592984
2021-04-02,52463,52657,0.9898321882185158,0.48077038534907846,2.7221685266084523
