File name,Mean concentration ≥2 µm (cm^-3),Std dev in ≥2 µm bins (cm^-3),"Total concentration (all bins, cm^-3)"
311.pickle,0.23687013728813566,0.008600009952611775,84.32298114915255
312.pickle,0.1898358084745763,0.007536334683663552,84.24342764915255
313.pickle,0.37859667627118665,0.012455834674660469,84.42711065254237
314.pickle,0.44294271186440687,0.01400206182535851,84.51411531864407
315.pickle,0.5084190847457626,0.015687782587952566,84.5867194559322
316.pickle,0.5225543830508474,0.016489848407018493,84.58373662881357
317.pickle,0.07846610677966114,0.0047560921809972215,84.15019568474577
318.pickle,0.04729850000000002,0.0037829256468824785,84.12898989152542
319.pickle,1.0148389491525425,0.030909515361828222,85.07054011694915
320.pickle,0.15819202372881355,0.0063925633670640115,84.23386968813558
321.pickle,0.2059056084745764,0.007732919394274517,84.29943906101695
322.pickle,0.12563116949152542,0.005816023960153749,84.17306396101696
323.pickle,0.9518315779661018,0.029000094994500354,85.03816827118644
324.pickle,0.46151133220338997,0.014766350999339452,84.55752331355933
325.pickle,0.30064561525423716,0.010050855640589728,84.38614001864406
326.pickle,0.18908495254237287,0.006798756902117114,84.27962039152543
327.pickle,0.39586093559322044,0.012510908139569416,84.4543998661017
328.pickle,0.36305826610169467,0.012034873029620656,84.41667748135592
329.pickle,0.4110828593220339,0.013239177176008305,84.49739385762713
330.pickle,3.8087377864406786,0.11452076754938888,87.88928628305084
331.pickle,2.365117420338983,0.07103825077712744,86.42260969661015
332.pickle,1.2072741406779663,0.03638396286698453,85.26653190169492
333.pickle,0.015604450847457627,0.0022068026021858913,84.08305114237288
334.pickle,1.516952808474576,0.046035369726762705,85.5818730779661
335.pickle,0.2061282474576271,0.007732331419603707,84.30125493898305
336.pickle,0.36226467118644057,0.011559499704221134,84.42327990508474
337.pickle,0.3963778033898307,0.012919987642349553,84.45460849491526
338.pickle,0.1418984372881355,0.0061191356100720115,84.22505455254237
339.pickle,0.2219342305084746,0.007869885641818494,84.2875463762712
340.pickle,0.11171848813559303,0.005594283279613375,84.20317111016948
341.pickle,0.20578597627118658,0.007685557911717055,84.30436777627118
342.pickle,0.4428487966101696,0.014349025183187805,84.51295737627119
343.pickle,0.5084471305084746,0.016288851889566077,84.57109222033898
344.pickle,0.06353034406779666,0.004352729033893786,84.13889380169492
345.pickle,1.5970822152542374,0.04822200597075491,85.64536245084747
346.pickle,0.6025631457627119,0.018597764989864537,84.66545211694915
347.pickle,0.840059879661017,0.02592072992767673,84.91073581525424
348.pickle,0.2522386813559322,0.008663193687858676,84.32868688135594
349.pickle,0.23701834915254244,0.008601849416942937,84.30761316271186
350.pickle,0.22154638135593224,0.007845622325198151,84.30096548474577
351.pickle,1.5816482677966102,0.047966854533596275,85.63561441186441
352.pickle,0.48957766271186454,0.015222846698812376,84.5632095440678
353.pickle,0.41010756610169496,0.012857336213603306,84.51979769830507
354.pickle,0.06277222033898297,0.0043012199873645705,84.10721403050846
355.pickle,0.046826474576271204,0.003744695652859548,84.14768738474577
356.pickle,0.03184326779661017,0.0031516826172275714,84.08616051355934
357.pickle,0.047477176271186486,0.003797135389871797,84.13156954745762
358.pickle,0.04788587966101701,0.003829271774045149,84.14964204067797
359.pickle,0.1909116372881356,0.0068642802468261675,84.28651260338984
360.pickle,0.031378038983050804,0.0031056269250022447,84.11949492372882
361.pickle,0.04759552881355934,0.0038062442824925947,84.09113923728813
362.pickle,0.22221425423728813,0.007899466410568563,84.26404980338982
363.pickle,0.07946756610169503,0.004816722751363372,84.15351541355932
364.pickle,0.11116074915254236,0.005566600926956903,84.17434091864408
365.pickle,0.12576674067796592,0.005822221380220903,84.20855258135593
366.pickle,0.18896759152542372,0.00679427788336144,84.25766338135594
367.pickle,0.26804287288135603,0.00934808237725535,84.35393791694915
368.pickle,1.221782377966102,0.036983252312211466,85.32276521694915
369.pickle,1.1145565101694916,0.03376290032628703,85.18779180169493
370.pickle,1.1979549762711865,0.036541492456030514,85.25421412881356
371.pickle,1.241903745762712,0.03771342182212176,85.31901368135593
372.pickle,0.9208894915254239,0.027821713084911343,84.96346749830508
373.pickle,1.1295417355932202,0.03415048972579219,85.22063850508475
374.pickle,0.9221942355932204,0.02806920912387162,85.00762221694916
375.pickle,1.2917966118644066,0.039052217131057325,85.3721125118644
376.pickle,1.8215668745762712,0.05501031394499151,85.9204929101695
377.pickle,1.874690788135593,0.056347391281798054,85.93916175084746
378.pickle,1.6629681966101697,0.050173944052028234,85.72946402711865
379.pickle,1.5363608305084746,0.04641652395342911,85.60949885423729
380.pickle,1.6954193389830507,0.05113399624506765,85.74746150169491
381.pickle,1.29550316779661,0.03914998362509586,85.37799640169492
382.pickle,1.2093736305084746,0.036580313069908964,85.27307294237286
383.pickle,1.0800333983050847,0.03271444489805702,85.14639690508476
384.pickle,1.2436374932203391,0.0375685434130813,85.29130305762712
385.pickle,1.2591675237288138,0.038247670903739046,85.29342406440679
386.pickle,1.068384740677966,0.03246081131395907,85.15277192881355
387.pickle,1.646700130508475,0.049771385529595584,85.70270601694915
388.pickle,1.4361014847457627,0.04314188610701555,85.52070551016949
389.pickle,2.1318760440677966,0.06429644879467816,86.20634186271187
