Date,BCB_start,BCB_stop,Dry Slope (D),Dry Intercept (N0),Dry Mass (µg/m³)
2022-01-11,49898,50084,0.3985100854323185,4.7906514689253274,0.21913203950059587
2022-01-11,50437,50622,3.0258280629933205,0.3031760318142149,174.23504380684489
2022-01-11,51974,52192,4.306924029935335,0.20283865725336409,485.80544267313996
2022-01-11,53770,53964,3.074520445710895,0.5785011127486854,354.4351582044208
2022-01-11,54318,54506,1.122018761043723,0.795802775359531,7.794093810145524
2022-01-11,56646,56844,1.5832357985200247,0.2838259885839573,11.83752250224357
2022-01-11,57239,57432,1.0805455781002196,1.3644072616356147,11.357750423946598
2022-01-11,58584,58752,2.762870398514214,0.7789801572569909,311.04470145040807
2022-01-11,59060,59259,2.746944575405588,0.5687494068356915,221.90205877466167
2022-01-11,67976,68165,0.5401837538048175,4.125046143917463,1.198341855267025
2022-01-11,68456,68641,1.3553446319106508,0.9439280251041969,20.633914013814735
2022-01-11,70181,70367,1.0926591461197532,0.7736159629624622,6.759221047032822
2022-01-11,70779,70965,1.014619342251168,1.2190872947343567,7.699802918643238
2022-01-11,72618,72825,0.9716725456300085,1.6711672478935293,8.71526194073224
2022-01-11,73166,73421,0.9879298664507835,0.9802281286830363,5.503020242367226
2022-01-12,50633,50810,0.8132345179892073,0.7962429302867323,1.8443477527368444
2022-01-12,51172,51418,0.8005004305373772,0.53307333442762,1.1466266106443475
2022-01-12,52973,53159,0.8536385718967562,0.364066453221986,1.0563001678810677
2022-01-12,53501,53653,0.7228273546162726,0.760626804131322,1.0035495960798053
2022-01-12,55206,55380,0.9911827767130982,0.24867469299632328,1.416552978748697
2022-01-12,55717,55953,0.9990322268129969,0.18424543586789816,1.0868287526611276
2022-01-12,67111,67296,0.8673697834705434,1.2240318970171464,3.8218489648168705
2022-01-12,67587,67735,2.1735349769822907,0.6283123843579272,96.22327862657686
2022-01-12,69442,69666,0.8507320702117886,0.45802328484198995,1.3081634676126785
2022-01-12,69980,70159,0.8312622034932329,0.713305437369556,1.8301380368526667
2022-01-12,71159,71432,0.8964580551700941,0.37941118437129895,1.3772506635191792
2022-01-12,71741,71932,0.7455380558375759,0.4967541612617637,0.7614958118638435
2022-01-12,73357,73530,1.084857292090207,0.7262928059951496,6.1514222806572
2022-01-12,73871,74036,0.8797333809916941,0.9632278758288297,3.2089000012217803
2022-01-15,47280,47474,0.9263744654769526,4.806602719465912,20.242107731142234
2022-01-15,47730,47916,0.9249028458745793,3.2634008726102843,13.645092674283214
2022-01-15,49265,49454,0.770610394367246,6.101461581281833,10.960244570709712
2022-01-15,49763,49948,0.788385530725602,5.0259903602068645,10.060517892474744
